Date,Open,High,Low,Close,Volume
2023-07-17,373.2821403432519,376.91865566796974,372.80055896012004,376.0439147949219,40868900
2023-07-18,375.4051399126897,380.48643025096686,373.4787840563649,379.1202697753906,55262000
2023-07-19,380.18170336657397,381.32179994850327,377.7049304495396,379.0317687988281,54093000
2023-07-20,376.0439248109553,377.5083749640253,369.2721813289526,370.2943420410156,71941700
2023-07-21,372.67287372158023,373.40019495574614,368.751355826418,369.1838073730469,60499600
2023-07-24,370.1568512164674,371.1003683393324,367.9159793034949,369.7735595703125,40380100
2023-07-25,370.48111172850344,373.9406936381096,370.46143575568584,372.2796936035156,38894400
2023-07-26,371.23790057306576,372.73180486329676,368.74148143559074,371.04132080078125,47075700
2023-07-27,376.4961535605494,378.1079939692565,368.86931310713493,370.1568298339844,63940200
2023-07-28,374.20610964254416,377.92123984671184,373.6950441625476,376.89910888671875,56902900
2023-07-31,377.20370891876894,378.27499960431606,375.7785806707894,377.0955810546875,44019900
2023-08-01,375.7491432709596,376.97769191496076,374.1569490273522,376.2209167480469,41060600
2023-08-02,372.7514469360487,372.7514469360487,366.7266403892012,367.96502685546875,72687100
2023-08-03,365.5570778539925,369.49827117137113,365.3899820551256,367.3753356933594,47666400
2023-08-04,369.30171945598914,371.6113968871545,365.1541380670017,365.6553955078125,61702800
2023-08-07,367.46379575584587,368.8496021400914,365.13447246946816,368.7513122558594,37230400
2023-08-08,366.24508962124304,366.2647356007834,362.490637952567,365.6160583496094,44726500
2023-08-09,365.90112237406527,366.05838020587925,360.83950776262765,361.5962829589844,51150900
2023-08-10,364.6037180742225,367.93552607556165,360.74116871206576,362.2645568847656,72035300
2023-08-11,359.70918530416867,361.6847010137196,358.4315067818279,359.95489501953125,48707200
2023-08-14,359.15883439674536,364.1123511595301,358.4413811511349,363.9944152832031,42130800
2023-08-15,363.0213238905632,363.8174509109836,359.4634522422092,360.1318054199219,45539900
2023-08-16,359.5913223199658,361.12454885506594,356.2201915404742,356.3184814453125,53190500
2023-08-17,357.71400821234437,358.058007797812,352.01355505893343,352.42633056640625,62604300
2023-08-18,349.1633574955248,353.2421329350638,348.6227781037681,351.9841003417969,61191400
2023-08-21,353.4485407972548,358.33325161164004,352.9866052878671,357.65509033203125,50696500
2023-08-22,360.2596258226832,360.269463810785,356.4560436666771,357.14404296875,44530200
2023-08-23,358.3233759596713,363.86660148965944,358.1071502121783,362.775634765625,51770600
2023-08-24,366.24509019972004,366.3433500914388,354.81466936489005,355.02105712890625,66842500
2023-08-25,355.85649237018794,359.4634943837441,352.42636416855237,357.77301025390625,69960500
2023-08-28,360.69203716817907,361.39968237368765,357.9990681887623,360.46600341796875,40910000
2023-08-29,360.26943235388745,368.6923691023836,359.945108707373,368.3385314941406,58492400
2023-08-30,368.44663740934226,370.97254048337203,367.44412257396607,370.39263916015625,41731500
2023-08-31,370.471296535716,373.2035874718416,370.402490614343,371.5032653808594,35730700
2023-09-01,373.8719128585272,374.2945263884665,369.6260415972673,371.1101379394531,39801200
2023-09-05,370.30423102924976,372.8006504322317,369.38035999020605,371.5819396972656,32344200
2023-09-06,370.80540934857504,371.14940891629277,366.30402098652354,368.3089904785156,42998700
2023-09-07,363.85676044832894,366.45146939646156,362.8149536720257,365.6750183105469,52060700
2023-09-08,365.6258703550477,368.4171289383869,365.22290284914124,366.1860656738281,35800100
2023-09-11,369.21324644388017,371.0118283442909,367.24756874146516,370.5007629394531,39936600
2023-09-12,368.8299383335772,370.4811304591035,366.10748541432696,366.39251708984375,41391000
2023-09-13,366.62837381440505,369.39014857434654,365.49811513938084,367.7881164550781,46300700
2023-09-14,369.5375911776395,371.77846268664996,367.4736534672886,370.7956237792969,48039400
2023-09-15,369.45892537267173,369.8618928673542,363.5127328219973,364.4464416503906,69811200
2023-09-18,363.5075090480625,365.93863645323245,363.22206476755633,364.826416015625,36903500
2023-09-19,363.5074962674378,364.84607760693416,361.0271378460605,364.048828125,37621700
2023-09-20,365.11185487592627,365.46617463630355,358.7239766256181,358.802734375,45514200
2023-09-21,355.1215757656396,355.9090030735523,352.0605365859801,352.22784423828125,69734800
2023-09-22,353.9700615556488,356.1058927539744,351.9621591548039,352.2771301269531,51589700
2023-09-25,351.31247308077525,354.0388968388634,350.32821151607146,353.9502868652344,39168000
2023-09-26,351.37153040361153,351.91289229277817,347.6510228478301,348.6352844238281,53657700
2023-09-27,349.7869158699708,351.3617405439319,345.8301647465173,349.4522705078125,56066000
2023-09-28,348.536874378989,354.50152754238655,347.68057155948935,352.3755187988281,56453300
2023-09-29,355.849901901727,357.23771418524734,351.40102081312307,352.63134765625,64829600
2023-10-02,352.8971784631042,356.9720060523361,352.2869410494211,355.5743713378906,51625100
2023-10-03,353.13337228482897,355.3282864453552,347.7199335363626,349.3341369628906,60478500
2023-10-04,350.1707625168533,354.9345853814986,349.7081583317905,354.088134765625,54786700
2023-10-05,354.0782318748588,354.48178270513296,349.5506528835014,353.0447692871094,45897400
2023-10-06,350.0526198848716,360.1511531623578,349.2652226471083,358.960205078125,75049100
2023-10-09,356.5979299467426,361.3322253655533,355.10186327801586,360.7908935546875,45304800
2023-10-10,361.12556647967915,365.436636991541,360.62361350091794,362.7889709472656,46968800
2023-10-11,364.1177707543256,365.5646366351608,362.39531280272575,365.37762451171875,38215100
2023-10-12,365.87956850775583,367.8579138612387,361.71613120455214,364.1078796386719,49587900
2023-10-13,364.73784999596586,365.31856077000174,358.13343264064804,359.5310974121094,52469900
2023-10-16,360.84991057737864,364.64917521039854,360.70227737445896,363.59600830078125,44201100
2023-10-17,360.0527212874597,364.0980519457113,357.93656492665207,362.4051208496094,50999100
2023-10-18,359.91497339834217,362.11970989850084,356.3223943198003,357.6511535644531,54280500
2023-10-19,359.06847962452343,360.2594277757286,353.50740747223784,354.3046569824219,72274200
2023-10-20,353.8026000661688,354.373488508131,348.79271306488334,349.01910400390625,72559700
2023-10-23,347.70028297707074,353.6058529260909,345.59394861069154,350.0723571777344,60665200
2023-10-24,351.88337576286887,354.245597605717,350.190444601993,353.4778747558594,47082100
2023-10-25,351.08615280605477,351.2633126992723,344.24552212419906,344.82623291015625,71190500
2023-10-26,343.62540266266313,344.56046319125295,336.9619624891379,338.2513427734375,78621400
2023-10-27,340.97770376587494,343.3497775820773,338.66468323660894,339.8753356933594,63476700
2023-10-30,342.3556381791839,345.02300826728754,340.9973826442415,343.7041015625,55298500
2023-10-31,343.7336964353076,345.72189409468723,341.1647579872037,345.3478698730469,47671900
2023-11-01,346.1844292136122,351.9029856834564,346.0859970637678,351.3419494628906,58992700
2023-11-02,355.84997109811536,357.95627544374383,354.6294662070536,357.7200622558594,58162400
2023-11-03,359.0093546035433,363.2121400729403,358.7829636624785,361.9227600097656,53280500
2023-11-06,362.6905004600463,363.9602061702553,361.1353805495958,363.399169921875,38848700
2023-11-07,364.44251116996185,367.7004144783928,363.24171088450566,366.83428955078125,50777400
2023-11-08,367.20830712864307,367.90715449646547,364.7870319858255,367.0705261230469,35663400
2023-11-09,367.75942570168417,368.90114243634275,363.75347479312137,364.24560546875,53859400
2023-11-10,365.96814763286875,372.5823866474113,365.43663796959595,372.43475341796875,58309800
2023-11-13,370.85997285581357,372.32651317096065,369.33434920460445,371.2733459472656,40733500
2023-11-14,377.6710039696422,380.1808890311,377.14934653163624,379.2655029296875,67792600
2023-11-15,381.15531561580104,381.64744643002416,378.19267850224793,379.55096435546875,54141400
2023-11-16,378.78321698316876,380.11197610306954,377.52336338174916,379.8757629394531,45343500
2023-11-17,379.14743197399827,380.978174311578,378.2419280525446,379.9643859863281,46571900
2023-11-20,379.97414315566067,385.24980045802454,379.97414315566067,384.59033203125,44429600
2023-11-21,382.8876193000648,383.1041580561983,380.6139773793034,382.3561096191406,43337000
2023-11-22,384.4230645764553,386.8837186036944,382.9171455132762,383.92108154296875,44121000
2023-11-24,383.5175417523055,384.1081047433518,382.38564687454755,383.3797607421875,15718800
2023-11-27,382.8876195179838,384.9939237494987,382.16909772738626,383.04510498046875,34139700
2023-11-28,382.2969965190829,384.629691368657,381.9426467748075,384.0489807128906,35491100
2023-11-29,386.5096965719259,387.9368879307099,383.3305207373286,383.6750183105469,38811700
2023-11-30,383.9407456818497,384.40334982807576,379.7478117570499,382.7104187011719,52834400
2023-12-01,381.6474735109709,384.3935720596323,379.9939210667959,383.8030090332031,40490100
2023-12-04,380.01353822930184,380.5155212317235,376.6375283217996,380.23992919921875,51186900
2023-12-05,378.3403493760643,382.3856503323413,378.16315945105106,381.1947021484375,42933000
2023-12-06,384.1277451859132,384.2261773485947,378.64543116817373,378.9898986816406,41994100
2023-12-07,381.96237452044045,385.1119933558489,380.8698286160153,384.28521728515625,49593500
2023-12-08,382.552918112793,386.44073289033656,382.36590603082794,385.9978332519531,46687500
2023-12-11,385.5746278679813,389.56090535273165,385.36794134333326,389.2951354980469,41198000
2023-12-12,389.3345300600356,392.5137059555065,388.20263518688597,392.3955993652344,39221200
2023-12-13,393.3305592665899,397.99594896826926,392.5628365303986,397.3857116699219,55408100
2023-12-14,398.6062319416691,399.905434289617,394.0392441768575,397.041259765625,55447800
2023-12-15,397.818824291693,400.14169715869406,397.2184391667707,398.9605712890625,62896600
2023-12-18,399.3530667480488,402.37092028167035,399.0276249383445,401.47344970703125,46610000
2023-12-19,401.92718799546697,403.6432143177387,401.739802351394,403.5248718261719,35711900
2023-12-20,402.72609535083376,404.81689330099056,397.3511422396645,397.5286560058594,54042400
2023-12-21,401.4538395044679,402.5189822599552,398.8995134090892,402.154052734375,45568900
2023-12-22,403.36704094129067,404.3236828046268,400.8817585167201,402.7555847167969,34314000
2023-12-26,403.6136052446442,405.8917883667709,403.5149764749767,405.2211608886719,22722500
2023-12-27,405.5034136279449,406.33227692599,404.64491903161536,406.0461120605469,31980500
2023-12-28,407.20059203535254,407.4472786001535,405.493510166212,405.8487243652344,27029200
2023-12-29,405.8289987195395,406.18424303030133,402.1780255292888,404.0923156738281,42662100
2024-01-02,400.46110631543075,400.7077928852175,394.93532112958644,397.2541809082031,58026900
2024-01-03,394.62939807730413,395.68522373186335,392.6164575232952,393.05059814453125,47002800
2024-01-04,391.1856845267472,394.2939291818346,390.8107161348315,391.0278015136719,39432800
2024-01-05,391.19553482231566,394.26430098559865,390.10023090449675,391.4915466308594,44922800
2024-01-08,392.7151704947561,399.86908153761993,392.56716456476687,399.58294677734375,42473800
2024-01-09,396.5832122441471,401.2998583916522,396.38585093731285,400.372314453125,39132900
2024-01-10,400.68809010616457,404.09234688237234,399.8000244303325,403.08587646484375,33962800
