Date,Open,High,Low,Close,Volume
2023-03-20,468.544898024737,471.2236772648365,466.35579598469155,469.7834777832031,1623800
2023-03-21,473.34552991938097,473.34552991938097,466.61498876877283,471.28125,1664000
2023-03-22,469.94667519808075,476.82123077801975,467.92080869623317,468.0840148925781,1299700
2023-03-23,471.12763561258873,473.5855735998178,464.98279064451594,468.314453125,1565900
2023-03-24,467.52710001677855,476.1970986229163,467.16224483962577,475.5249938964844,1635200
2023-03-27,477.4549000288352,479.932030084258,472.8750765224566,473.5567626953125,1452100
2023-03-28,472.971095230138,474.3632997774478,466.05815532522064,467.3639221191406,1407800
2023-03-29,469.697070389574,471.71332622766056,466.52861394227557,471.30047607421875,1643000
2023-03-30,473.34549979673784,475.97625445582185,471.42523407748126,471.8861083984375,1545500
2023-03-31,475.265865676713,478.49189870049366,474.24812697509634,477.0613098144531,2082000
2023-04-03,476.70603546616223,479.29840629178983,475.2658359632433,477.21490478515625,1804700
2023-04-04,476.70608019182794,482.5436764989451,475.74594709980005,477.8870544433594,1913300
2023-04-05,479.1063877029502,484.03187489393775,475.4194803397451,477.3109436035156,1941500
2023-04-06,462.7840378714859,468.40082095480085,458.4634400075405,466.6053771972656,4114700
2023-04-10,464.6083127029717,474.2096418735268,462.4576243450654,474.1424255371094,1653600
2023-04-11,474.142476517013,480.0568994381067,473.3455790025841,478.77032470703125,1547400
2023-04-12,480.06650568153293,480.1145006117274,469.06338957557375,469.8410949707031,2063700
2023-04-13,473.8160103842143,478.56868031005166,470.76279456929143,478.0406188964844,1600500
2023-04-14,476.4083821730793,480.4217309676259,470.61878151845974,471.71331787109375,1675300
2023-04-17,473.12467848981566,478.040583549612,471.56926788027636,474.248046875,1411800
2023-04-18,476.32196273281085,477.79096497543816,474.42088894196803,477.0900573730469,1339600
2023-04-19,477.31094346528454,478.136643816277,474.1424868487278,476.2547912597656,1098800
2023-04-20,475.98594700741154,490.3015339221732,475.7555244577766,485.4240417480469,2936500
2023-04-21,489.0629210685237,490.28230868012474,485.3087976794145,486.163330078125,1508600
2023-04-24,485.9232446175926,491.29038377023016,485.64479788489996,491.0311584472656,1374100
2023-04-25,490.75278846956456,492.67305448322617,482.236413387125,483.1101379394531,1789900
2023-04-26,480.46979840503275,482.8221068196473,473.72006417050426,474.9394226074219,1441900
2023-04-27,475.1025691673788,482.2363791706712,475.1025691673788,481.28582763671875,1361600
2023-04-28,481.5643481688844,484.7039728111075,480.6810421384745,483.1581726074219,1170200
2023-05-01,479.2503546638338,480.11446845599954,469.31297280159663,473.9120178222656,2203200
2023-05-02,475.26586268329453,475.9187461290996,470.2827697789645,475.08343505859375,1940800
