date,close,A1_Confluence,A1_conf,A2_GannElliott,A2_conf,A2_wave,A2_trend,A3_DQN,A3_conf,A3_rsi,A4_3Wave,A4_conf,A4_mom5,call_votes,put_votes,hold_votes,confluence_level,majority,agreement_count,entry,stop,target1,target2,target3,avg_confidence
2024-06-21T00:00:00.000Z,544.51,CALL,0.6,CALL,0.65,4,UP,CALL,0.5914463678238097,66.0,CALL,0.65,0.38,4,0,0,ULTRA_4,CALL,4,544.51,534.76,558.28,567.46,581.23,0.62
2024-09-13T00:00:00.000Z,562.01,CALL,0.6,CALL,0.65,2,UP,CALL,0.5751685166220686,56.2,CALL,0.65,4.01,4,0,0,ULTRA_4,CALL,4,562.01,545.94,584.69,599.81,622.49,0.62
2024-09-20T00:00:00.000Z,568.25,CALL,0.6,CALL,0.65,2,UP,CALL,0.5833246137862512,58.1,CALL,0.65,1.11,4,0,0,ULTRA_4,CALL,4,568.25,551.36,592.1,608.0,631.85,0.62
2024-09-24T00:00:00.000Z,571.3,CALL,0.6,CALL,0.65,4,UP,CALL,0.5790026696003268,57.4,CALL,0.65,1.46,4,0,0,ULTRA_4,CALL,4,571.3,556.4,592.33,606.35,627.38,0.62
2024-09-27T00:00:00.000Z,571.47,CALL,0.6,CALL,0.65,2,UP,CALL,0.5859798981691091,59.2,CALL,0.65,0.57,4,0,0,ULTRA_4,CALL,4,571.47,558.81,589.35,601.27,619.15,0.62
2024-10-11T00:00:00.000Z,579.58,CALL,0.6,CALL,0.65,2,UP,CALL,0.5967754043635123,66.1,CALL,0.65,1.15,4,0,0,ULTRA_4,CALL,4,579.58,569.08,594.4,604.28,619.1,0.62
2024-10-15T00:00:00.000Z,579.78,CALL,0.6,CALL,0.65,4,UP,CALL,0.5945601096764046,63.4,CALL,0.65,1.15,4,0,0,ULTRA_4,CALL,4,579.78,568.47,595.74,606.38,622.34,0.62
2024-10-18T00:00:00.000Z,584.59,CALL,0.6,CALL,0.65,2,UP,CALL,0.5930023323850919,65.1,CALL,0.65,0.86,4,0,0,ULTRA_4,CALL,4,584.59,573.9,599.68,609.74,624.83,0.62
2024-10-22T00:00:00.000Z,583.32,CALL,0.6,CALL,0.65,4,UP,CALL,0.5817020211734016,61.6,CALL,0.65,0.61,4,0,0,ULTRA_4,CALL,4,583.32,573.29,597.48,606.92,621.08,0.62
2024-11-08T00:00:00.000Z,598.19,CALL,0.6,CALL,0.65,2,UP,CALL,0.5985449613470457,63.4,CALL,0.65,4.75,4,0,0,ULTRA_4,CALL,4,598.19,584.53,617.48,630.34,649.63,0.62
2024-11-12T00:00:00.000Z,596.9,CALL,0.6,CALL,0.65,4,UP,CALL,0.5947017119845242,63.7,CALL,0.65,3.5,4,0,0,ULTRA_4,CALL,4,596.9,584.0,615.11,627.25,645.46,0.62
2024-11-22T00:00:00.000Z,595.51,CALL,0.6,CALL,0.65,2,UP,CALL,0.5932330948215848,61.7,CALL,0.55,1.67,4,0,0,ULTRA_4,CALL,4,595.51,582.34,614.11,626.51,645.11,0.6
2024-11-26T00:00:00.000Z,600.65,CALL,0.6,CALL,0.65,4,UP,CALL,0.5990888674061975,62.9,CALL,0.65,1.75,4,0,0,ULTRA_4,CALL,4,600.65,589.41,616.52,627.1,642.97,0.62
2025-01-13T00:00:00.000Z,581.39,PUT,0.6,PUT,0.65,4,DOWN,PUT,0.614282208769665,35.3,PUT,0.65,-1.78,0,4,0,ULTRA_4,PUT,4,581.39,599.75,555.47,538.19,512.27,0.63
2025-02-11T00:00:00.000Z,605.31,CALL,0.6,CALL,0.65,4,UP,CALL,0.6113692917665996,65.7,CALL,0.65,0.59,4,0,0,ULTRA_4,CALL,4,605.31,591.35,625.02,638.16,657.87,0.63
2025-02-14T00:00:00.000Z,609.7,CALL,0.6,CALL,0.65,2,UP,CALL,0.5958353572435138,62.5,CALL,0.65,1.49,4,0,0,ULTRA_4,CALL,4,609.7,596.67,628.09,640.35,658.74,0.62
2025-02-19T00:00:00.000Z,612.93,CALL,0.6,CALL,0.65,4,UP,CALL,0.5749813049090531,57.7,CALL,0.65,1.26,4,0,0,ULTRA_4,CALL,4,612.93,600.9,629.91,641.23,658.21,0.62
2025-03-10T00:00:00.000Z,560.58,PUT,0.6,PUT,0.65,2,DOWN,PUT,0.6518515100126216,31.1,PUT,0.65,-3.97,0,4,0,ULTRA_4,PUT,4,560.58,584.27,527.13,504.83,471.38,0.64
2025-03-31T00:00:00.000Z,559.39,PUT,0.6,PUT,0.65,2,DOWN,PUT,0.6115410344166675,40.5,PUT,0.65,-2.56,0,4,0,ULTRA_4,PUT,4,559.39,578.64,532.21,514.09,486.91,0.63
2025-04-02T00:00:00.000Z,564.52,PUT,0.6,PUT,0.65,4,DOWN,PUT,0.5961782726035039,42.4,PUT,0.65,-0.72,0,4,0,ULTRA_4,PUT,4,564.52,584.24,536.68,518.12,490.28,0.62
2025-04-07T00:00:00.000Z,504.38,PUT,0.6,PUT,0.65,2,DOWN,PUT,0.702412855806009,30.7,PUT,0.65,-9.83,0,4,0,ULTRA_4,PUT,4,504.38,535.17,460.91,431.93,388.46,0.65
2025-04-16T00:00:00.000Z,525.66,PUT,0.6,PUT,0.65,4,DOWN,PUT,0.6485025562651323,41.9,PUT,0.65,-4.19,0,4,0,ULTRA_4,PUT,4,525.66,575.75,454.95,407.81,337.1,0.64
2025-04-22T00:00:00.000Z,527.25,PUT,0.6,PUT,0.65,2,DOWN,PUT,0.6615595265960011,41.4,PUT,0.55,-2.2,0,4,0,ULTRA_4,PUT,4,527.25,578.19,455.34,407.4,335.49,0.62
2025-05-30T00:00:00.000Z,589.39,CALL,0.6,CALL,0.65,4,UP,CALL,0.6326232151896172,67.9,CALL,0.55,1.08,4,0,0,ULTRA_4,CALL,4,589.39,572.75,612.88,628.54,652.03,0.61
2025-06-11T00:00:00.000Z,601.36,CALL,0.6,CALL,0.65,2,UP,CALL,0.587503819631085,61.5,CALL,0.65,0.91,4,0,0,ULTRA_4,CALL,4,601.36,587.63,620.74,633.66,653.04,0.62
2025-06-23T00:00:00.000Z,600.15,CALL,0.6,CALL,0.65,4,UP,CALL,0.5941472714693803,62.0,CALL,0.65,0.53,4,0,0,ULTRA_4,CALL,4,600.15,587.68,617.76,629.5,647.11,0.62
