Symbol,Signal,EntryDate,EntryPrice,ExitDate,ExitPrice,PNL,EntryLow,EntryHigh,Stop,Target1,Target2,ExpiryDate,Status
SPY,CALL,2025-05-05,563.5100,2025-05-12,582.9900,19.4800,557.8984,569.1216,544.8651,600.7997,619.4446,2025-05-12,EXITED_TIME
