Date,Open,High,Low,Close,Volume
2023-08-11,40.19582113712262,40.87710624114165,40.1867388604216,40.831687927246094,46689200
2023-08-14,40.71814651444978,40.82715117718034,40.386586189433146,40.65909957885742,30189400
2023-08-15,40.37750295331027,40.42292127293736,39.74163608294403,39.814308166503906,44982400
2023-08-16,39.855180914099776,40.28666011911442,39.44186626354864,39.469120025634766,37995400
2023-08-17,40.023233086319244,40.48650546625903,39.88243179818828,39.94147872924805,40464200
2023-08-18,39.70983550570187,40.386577697942634,39.58266284838898,40.33661651611328,35307200
2023-08-21,40.50012558677218,40.663634280614794,39.805215370538576,40.082271575927734,30488400
2023-08-22,40.13223279383983,40.27303059942008,39.75071135280346,39.77342224121094,25732800
2023-08-23,39.34194326599232,39.709836096578094,39.00130072946621,39.673500061035156,38798600
2023-08-24,39.31469611454787,39.818847430557256,39.287445815908114,39.40099334716797,33455000
2023-08-25,39.63716815796811,39.98235360122406,39.291986179907596,39.782508850097656,38036800
2023-08-28,39.88697118904094,40.35024352855686,39.81884198656047,40.050479888916016,25718200
2023-08-29,40.19582090026167,40.20036377118303,39.75979885208226,40.15948486328125,27019400
2023-08-30,40.341168831272796,40.43200547484968,40.18220297241534,40.359336853027344,27890200
2023-08-31,40.50921085775648,40.577336591737186,40.09589625723343,40.38657760620117,29617400
2023-09-01,40.83168923767191,41.25862556022623,40.82260349548407,41.21320724487305,35764200
2023-09-05,41.444842340763785,41.85361408154733,41.403966899282985,41.431217193603516,48737400
2023-09-06,41.3494604217373,41.671934924677075,41.1450728307282,41.44938278198242,40324200
2023-09-07,41.531145387519516,41.744615296838916,41.335843498694906,41.408512115478516,30729200
2023-09-08,41.60380182027668,42.10795297947674,41.58109440020493,41.808189392089844,34739000
2023-09-11,42.112508488699575,42.23968116789204,41.09058071850864,41.258628845214844,44095000
2023-09-12,41.70373248550421,42.27601294940277,41.62652100451658,42.230594635009766,53599400
2023-09-13,42.2714769536966,42.357774190715894,41.6946569901779,41.91266632080078,36315400
2023-09-14,42.34869035977511,42.553078014809834,42.22151766696914,42.403194427490234,37099800
2023-09-15,42.0125797734399,42.42589438369388,41.7900276184082,41.7900276184082,49612800
2023-09-18,42.221946288013704,42.345484498245426,41.83303655249162,42.1441650390625,33746600
2023-09-19,42.45987390807881,42.51935307625777,41.503609877906115,41.75068283081055,36264400
2023-09-20,41.5447880091499,42.01605540449547,41.334315753994744,41.36177062988281,35930400
2023-09-21,41.645450446626974,41.74153729037969,40.725794000574965,40.79442596435547,43446200
2023-09-22,41.100972194878175,41.37549651970453,40.826447870051815,40.8630485534668,42067400
2023-09-25,40.75323516446229,41.43954764853256,40.75323516446229,41.375492095947266,35073800
2023-09-26,41.01861523419002,41.384646509823185,40.95455967368506,41.137577056884766,33460000
2023-09-27,41.65001623235466,42.28142594937798,41.466998872481724,42.1624641418457,46289400
2023-09-28,41.97945817570053,42.45530204421356,41.883374821111374,42.208229064941406,48462800
2023-09-29,42.14416525683733,42.30888054415341,41.201630494457795,41.35719299316406,48369200
2023-10-02,41.302285262135406,41.41209777694404,40.25451790343908,40.53361511230469,50599800
2023-10-03,40.43753260032492,40.583945798940945,40.10810552151337,40.50616455078125,41466600
2023-10-04,39.902209965732766,39.9708419166975,38.849866183748894,39.23419952392578,59572400
2023-10-05,38.67142175883689,39.3348592978945,38.67142175883689,38.991703033447266,47037000
2023-10-06,38.991704633071194,39.581933851026356,38.55246501545098,39.22505187988281,51481000
2023-10-09,40.277392892616426,40.70290678789354,39.989142895467126,40.53361511230469,61489000
2023-10-10,40.57022434935128,40.85390147854351,40.34145348441875,40.58395004272461,41700600
2023-10-11,40.167587356611826,40.20876443516631,39.600236610563876,40.06235122680664,47145400
2023-10-12,40.48786934281451,40.524473521378454,39.92051853813984,40.10811233520508,39986400
2023-10-13,40.7623828977944,41.18789676122373,40.588518331842614,40.991153717041016,48511800
2023-10-16,41.2565332465501,41.38922075521087,40.87219990347701,41.26568603515625,38365200
2023-10-17,41.17418058392976,41.8238925136887,41.11470141385856,41.695777893066406,40424000
2023-10-18,41.86506605491024,42.249399411977706,41.76898271564337,42.07553482055664,47616800
2023-10-19,41.92911481405755,42.350052277079705,41.531052338141556,42.002323150634766,63297000
2023-10-20,41.92912438678363,42.08469039214427,41.15587773628556,41.2977180480957,46549600
2023-10-23,41.05978648209525,41.064362875986085,40.44210595592994,40.62969970703125,51888200
2023-10-24,40.73036465320166,40.762392435759715,40.044052034871974,40.05778121948242,44271600
2023-10-25,40.08523310805994,40.291125499825,39.783253876653546,39.98457336425781,41412600
2023-10-26,39.618532767088354,39.85645639774804,39.27995289812837,39.673439025878906,44770400
2023-10-27,39.632266552269215,39.783252672636365,38.58906845870063,38.72175598144531,53809400
2023-10-30,38.85901044160404,39.1381111127669,38.47467366050864,38.84986114501953,45530600
2023-10-31,38.89562391535562,39.060339219410004,38.506714138303046,38.97798156738281,37205600
2023-11-01,39.225054189443206,39.43552296710569,38.83156802097141,38.886470794677734,46082600
2023-11-02,38.98255250611672,40.098955401588114,38.75835804442108,40.06235122680664,45323000
2023-11-03,39.989148166128174,40.117259292857646,39.41722099982419,39.65971755981445,47235000
2023-11-06,39.97541619693585,39.97541619693585,39.09693355442308,39.21131896972656,41035400
2023-11-07,38.698873350787885,38.767505296008316,38.172699758452254,38.34199142456055,47550200
2023-11-08,38.195586909184776,38.44723277777332,37.84785420101226,37.86157989501953,50742000
2023-11-09,38.140682400769386,38.227616454512024,37.72431771259854,37.747196197509766,38232200
2023-11-10,38.17271589022734,38.25507356114302,37.80210811649035,38.16356658935547,34565600
2023-11-13,38.223027086172436,38.51585344166173,38.10406528839069,38.438072204589844,28447400
2023-11-14,38.58449167427458,38.89104376973451,38.52043611673866,38.78123474121094,34724000
2023-11-15,38.72175257838011,39.19759636237258,38.6531241164112,38.70802688598633,33043600
2023-11-16,38.3419962802431,38.488409486231305,37.56874968164836,37.95308303833008,53166000
2023-11-17,38.27794293274503,39.005432610260016,38.186432491985464,38.749210357666016,48850800
2023-11-20,38.90935143546094,39.138122313968516,38.79496599620715,38.804115295410156,29093800
2023-11-21,38.621095010504675,38.78580680433791,38.34656720899527,38.71717834472656,26973800
2023-11-22,37.94393471112443,38.730907022486406,37.728889545721294,38.69887924194336,36547200
2023-11-24,38.68514803285545,39.14726258754566,38.66226955397283,38.859012603759766,19152600
2023-11-27,38.65770041746739,38.79038794021207,38.36029758998905,38.72175598144531,24501800
2023-11-28,38.799539396594035,39.087789424590106,38.657699089145474,38.73090744018555,28921800
2023-11-29,38.97340372508301,39.02373359338399,38.31911892793654,38.44265365600586,45268000
2023-11-30,38.77208410142763,39.25250430033957,38.236761130594054,38.69887924194336,58364600
2023-12-01,38.6531266148492,39.36231419690826,38.47925852457992,38.90019607543945,43048000
2023-12-04,38.61652333666719,38.96425603452339,38.43808233833347,38.72175598144531,37070200
2023-12-05,38.698878594699735,38.77208345295964,38.021715329272936,38.044593811035156,37747200
2023-12-06,37.79751930291492,38.06289432098832,37.33082482412845,37.47724151611328,62306600
2023-12-07,37.65111009629378,37.838700393961126,37.088332221758854,37.22101974487305,40908800
2023-12-08,37.468095025260794,37.7380464830247,37.39031376264463,37.623661041259766,34127200
2023-12-11,37.65568501246708,37.792945434226596,37.48181692449887,37.669410705566406,29344200
2023-12-12,37.32167740221217,37.36285797159433,36.94191694251176,37.15238571166992,45386600
2023-12-13,37.17526480939302,37.683136398665724,37.001400212191115,37.669410705566406,46445600
2023-12-14,38.04916751402867,38.826986968195875,38.04916751402867,38.77665710449219,60717400
2023-12-15,38.42892234853086,38.643967483350494,38.25048138363069,38.570762634277344,46366400
2023-12-18,39.25535372319558,39.453986500483886,38.84884746774336,38.88580322265625,42447200
2023-12-19,38.9597185982104,39.39393999006462,38.87195306901306,39.35236740112305,36862400
2023-12-20,39.490943391206,39.72191160022465,38.94124145026234,38.98743438720703,39818200
2023-12-21,39.06595818000681,39.19992014854219,38.77493953930257,39.139869689941406,26062800
2023-12-22,39.42164969242528,39.59718777555728,39.195301848923165,39.25535583496094,25037800
2023-12-26,39.587943278906984,39.80505392451703,39.46784236693537,39.59256362915039,25983400
2023-12-27,39.59256488203599,39.726526848976974,39.27382766675244,39.417030334472656,20238200
2023-12-28,39.21378248005523,39.366222344751186,38.80265934748383,38.8165168762207,26198000
2023-12-29,38.950479357031476,38.98743511699707,38.61326421486218,38.7287483215332,24345400
2024-01-02,39.0012901330588,39.50479911404169,38.94585649668201,39.14448928833008,39301800
2024-01-03,39.20453909905158,39.9251586737078,39.0059063285637,39.781959533691406,37936000
2024-01-04,40.068365478775945,40.23928322887186,39.06134390714975,39.084442138671875,42049000
2024-01-05,39.45860747080381,39.477085350200916,38.93662059394251,39.11677551269531,34029200
2024-01-08,38.45158363029569,38.71027040194328,37.92497643430209,38.6640739440918,47218600
2024-01-09,38.714888460918225,38.7564645694493,37.961933399518045,38.045082092285156,33750400
2024-01-10,38.11898517032865,38.132846220915816,37.51847004378417,37.6709098815918,33159800
2024-01-11,37.874172498121794,37.971178739821916,37.61548918692148,37.76792907714844,38588600
2024-01-12,38.34995446494672,38.50239430722601,37.96192962019364,38.19289779663086,38769200
2024-01-16,38.10974918660596,38.160562467465006,37.25978798731765,37.28288269042969,36031200
2024-01-17,36.89948477276933,37.34294337088358,36.81633606535443,36.97339630126953,39284200
2024-01-18,36.98262152301967,37.01495692520996,36.4837329641258,36.913333892822266,35705600
2024-01-19,36.89486463387181,37.0380638021182,36.765519470606144,37.033443450927734,39940200
2024-01-22,36.95491309487375,37.25517246862863,36.71470771044694,37.17202377319336,30136800
2024-01-23,37.11196699300396,37.550808667581286,37.05653688307895,37.25054931640625,24709200
2024-01-24,37.44455754407869,37.800250489523314,37.269023008540174,37.78177261352539,33841000
2024-01-25,38.04969947568782,38.64559780666382,37.823348120405115,38.631736755371094,37609400
2024-01-26,38.59016978370167,38.93200175508647,38.30838827946837,38.91814422607422,36469600
2024-01-29,38.858088404541824,38.91813886341878,38.4562024970874,38.86270523071289,29680600
2024-01-30,38.479300802418116,39.2738283936965,38.33148130586693,39.264591217041016,35341200
2024-01-31,39.26459422342993,39.33850573951214,38.51163915589156,38.53011703491211,38580800
